ICDCMCode,ExtCauseDesc,TotalEcm
V80.928A,"OCCUPANT OF ANML-DRN VEHICLE INJURED IN OTH TRNSP ACC, INIT",1
V80.929A,"OCCUPANT OF ANML-DRN VEHICLE INJURED IN UNSP TRNSP ACC, INIT",2
V81.0XXA,"OCC OF RAIL TRN/VEH INJURED IN CLSN W MTR VEH NONTRAF, INIT",8
V81.1XXA,"OCC OF RAIL TRN/VEH INJURED IN CLSN W MTR VEH IN TRAF, INIT",21
V81.2XXA,"OCC OF RAIL TRN/VEH INJ IN COLLISN/HIT BY ROLL STOK, INIT",3
V81.3XXA,"OCCUPANT OF RAIL TRN/VEH INJURED IN CLSN W OTH OBJECT, INIT",5
V81.4XXA,"PERSON INJURED WH BRD/ALIT FROM RAIL TRN/VEH, INIT",42
V81.4XXS,"PERSON INJURED WH BRD/ALIT FROM RAIL TRN/VEH, SEQUELA",1
V81.5XXA,"OCC OF RAIL TRN/VEH INJURED BY FALL IN RAIL TRN/VEH, INIT",28
V81.6XXA,"OCC OF RAIL TRN/VEH INJURED BY FALL FROM RAIL TRN/VEH, INIT",29
V81.7XXA,"OCC OF RAIL TRN/VEH INJ IN DERAIL W/O ANTECEDENT CLSN, INIT",11
V81.82XA,"OCC OF RAIL TRN/VEH INJ DUE TO OBJECT FALL ONTO TRAIN, INIT",1
V81.89XA,"OCC OF RAIL TRN/VEH INJURED DUE TO OTH RAILWAY ACC, INIT",13
V81.9XXA,"OCCUPANT OF RAIL TRN/VEH INJURED IN UNSP RAILWAY ACC, INIT",9
V81.9XXD,"OCCUPANT OF RAIL TRN/VEH INJURED IN UNSP RAILWAY ACC, SUBS",2
V81.9XXS,"OCC OF RAIL TRN/VEH INJURED IN UNSP RAILWAY ACC, SEQUELA",3
V82.1XXA,"OCCUPANT OF STCAR INJURED IN CLSN W MTR VEH IN TRAF, INIT",5
V82.2XXA,"OCCUPANT OF STCAR INJURED IN COLLISN/HIT BY ROLL STOK, INIT",6
V82.3XXA,"OCCUPANT OF STREETCAR INJURED IN CLSN W OTH OBJECT, INIT",3
V82.4XXA,"PERSON INJURED WH BRD/ALIT FROM STREETCAR, INIT",4
V82.5XXA,"OCCUPANT OF STREETCAR INJURED BY FALL IN STREETCAR, INIT",11
V82.6XXA,"OCCUPANT OF STREETCAR INJURED BY FALL FROM STREETCAR, INIT",12
V82.7XXA,"OCC OF STCAR INJURED IN DERAIL W/O ANTECEDENT CLSN, INIT",9
V82.8XXA,"OCCUPANT OF STREETCAR INJURED IN OTH TRANSPORT ACC, INIT",5
V82.9XXA,"OCCUPANT OF STREETCAR INJURED IN UNSP TRAFFIC ACCIDENT, INIT",9
V83.0XXA,"DRIVER OF SPECIAL INDUSTRIAL VEHICLE INJURED IN TRAF, INIT",13
V83.1XXA,"PASSENGER OF SPECIAL INDUSTR VEHICLE INJURED IN TRAF, INIT",3
V83.2XXA,"PERSON OUTSIDE SPECIAL INDUSTR VEHICLE INJURED IN TRAF, INIT",4
V83.3XXA,"OCCUP OF SPECIAL INDUSTRIAL VEHICLE INJURED IN TRAF, INIT",1
V83.4XXA,"PERSON INJ WH BRD/ALIT FROM SPECIAL INDUSTR VEHICLE, INIT",24
V83.5XXA,"DRIVER OF SPECIAL INDUSTRIAL VEHICLE INJURED NONTRAF, INIT",109
V83.5XXD,"DRIVER OF SPECIAL INDUSTRIAL VEHICLE INJURED NONTRAF, SUBS",1
V83.6XXA,"PASSENGER OF SPECIAL INDUSTR VEHICLE INJURED NONTRAF, INIT",3
V83.7XXA,"PERSON OUTSIDE SPECIAL INDUSTR VEHICLE INJURED NONTRAF, INIT",53
V83.7XXD,"PERSON OUTSIDE SPECIAL INDUSTR VEHICLE INJURED NONTRAF, SUBS",3
V83.9XXA,"OCCUP OF SPECIAL INDUSTRIAL VEHICLE INJURED NONTRAF, INIT",75
V83.9XXD,"OCCUP OF SPECIAL INDUSTRIAL VEHICLE INJURED NONTRAF, SUBS",8
V83.9XXS,"OCCUP OF SPECIAL INDUSTRIAL VEHICLE INJURED NONTRAF, SEQUELA",2
V84.0XXA,"DRIVER OF SPECIAL AGRICULTURAL VEHICLE INJURED IN TRAF, INIT",19
V84.1XXA,"PASSENGER OF SPECIAL AGRI VEHICLE INJURED IN TRAF, INIT",5
V84.2XXA,"PERSON OUTSIDE SPECIAL AGRI VEHICLE INJURED IN TRAF, INIT",1
V84.4XXA,"PERSON INJURED WH BRD/ALIT FROM SPECIAL AGRI VEHICLE, INIT",54
V84.5XXA,"DRIVER OF SPECIAL AGRICULTURAL VEHICLE INJURED NONTRAF, INIT",62
V84.6XXA,"PASSENGER OF SPECIAL AGRI VEHICLE INJURED NONTRAF, INIT",6
V84.7XXA,"PERSON OUTSIDE SPECIAL AGRI VEHICLE INJURED NONTRAF, INIT",27
V84.9XXA,"OCCUP OF SPECIAL AGRICULTURAL VEHICLE INJURED NONTRAF, INIT",23
V85.0XXA,"DRIVER OF SPECIAL CONSTRUCTION VEHICLE INJURED IN TRAF, INIT",15
V85.1XXA,"PASSENGER OF SPECIAL CONSTRUCT VEHICLE INJURED IN TRAF, INIT",3
V85.4XXA,"PERSON INJ WH BRD/ALIT FROM SPECIAL CONSTRUCT VEHICLE, INIT",5
V85.5XXA,"DRIVER OF SPECIAL CONSTRUCTION VEHICLE INJURED NONTRAF, INIT",20
V85.6XXA,"PASSENGER OF SPECIAL CONSTRUCT VEHICLE INJURED NONTRAF, INIT",2
V85.7XXA,"PERSON OUTSIDE SPECIAL CONSTRUCT VEHICLE INJ NONTRAF, INIT",1
V85.9XXA,"OCCUP OF SPECIAL CONSTRUCTION VEHICLE INJURED NONTRAF, INIT",3
V86.01XA,"DRIVER OF AMBLNC/FIRE ENG INJURED IN TRAFFIC ACCIDENT, INIT",13
V86.02XA,"DRIVER OF SNOWMOBILE INJURED IN TRAFFIC ACCIDENT, INIT",8
V86.03XA,"DRIVER OF DUNE BUGGY INJURED IN TRAFFIC ACCIDENT, INIT",3
V86.04XA,"DRIVER OF MILITARY VEHICLE INJURED IN TRAFFIC ACCIDENT, INIT",2
V86.05XA,"DRIVER OF 3- OR 4- WHEELED ATV INJURED IN TRAF, INIT",241
V86.05XD,"DRIVER OF 3- OR 4- WHEELED ATV INJURED IN TRAF, SUBS",6
V86.06XA,"DRIVER OF DIRT BIKE OR MOTOR/CROSS BIKE INJ IN TRAF, INIT",521
V86.06XD,"DRIVER OF DIRT BIKE OR MOTOR/CROSS BIKE INJ IN TRAF, SUBS",6
V86.06XS,"DRIVER OF DIRT BIKE OR MOTOR/CROSS BIKE INJ IN TRAF, SEQUELA",1
V86.09XA,"DRIVER OF OTH SP OFF-RD MV INJURED IN TRAFFIC ACCIDENT, INIT",219
V86.09XD,"DRIVER OF OTH SP OFF-RD MV INJURED IN TRAFFIC ACCIDENT, SUBS",2
V86.09XS,"DRIVER OF SP OFF-RD MV INJURED IN TRAFFIC ACCIDENT, SEQUELA",2
V86.11XA,"PASSENGER OF AMBLNC/FIRE ENG INJURED IN TRAF, INIT",24
V86.11XD,"PASSENGER OF AMBLNC/FIRE ENG INJURED IN TRAF, SUBS",1
V86.13XA,"PASSENGER OF DUNE BUGGY INJURED IN TRAFFIC ACCIDENT, INIT",4
V86.14XA,"PASSENGER OF MILITARY VEHICLE INJURED IN TRAF, INIT",1
V86.15XA,"PASSENGER OF 3- OR 4- WHEELED ATV INJURED IN TRAF, INIT",47
V86.16XA,"PASNGR OF DIRT BIKE OR MOTOR/CROSS BIKE INJ IN TRAF, INIT",15
V86.19XA,"PASSENGER OF SP OFF-RD MV INJURED IN TRAFFIC ACCIDENT, INIT",64
V86.21XA,"PERSON ON OUTSIDE OF AMBLNC/FIRE ENG INJURED IN TRAF, INIT",1
V86.25XA,"PERSON OUTSIDE 3- OR 4- WHEELED ATV INJURED IN TRAF, INIT",6
V86.26XA,"PERSON OUTSD DIRT BIKE OR MOTOR/CROSS BIKE INJ IN TRAF, INIT",2
V86.29XA,"PERSON ON OUTSIDE OF SP OFF-RD MV INJURED IN TRAF, INIT",5
V86.31XA,"OCCUP OF AMBLNC/FIRE ENG INJURED IN TRAFFIC ACCIDENT, INIT",4
V86.32XA,"OCCUP OF SNOWMOBILE INJURED IN TRAFFIC ACCIDENT, INIT ENCNTR",4
V86.33XA,"OCCUP OF DUNE BUGGY INJURED IN TRAFFIC ACCIDENT, INIT ENCNTR",2
V86.35XA,"OCCUP OF 3- OR 4- WHEELED ATV INJURED IN TRAF, INIT",105
V86.35XD,"OCCUP OF 3- OR 4- WHEELED ATV INJURED IN TRAF, SUBS",11
V86.35XS,"OCCUP OF 3- OR 4- WHEELED ATV INJURED IN TRAF, SEQUELA",2
V86.36XA,"OCCUP OF DIRT BIKE OR MOTOR/CROSS BIKE INJURED IN TRAF, INIT",64
V86.36XD,"OCCUP OF DIRT BIKE OR MOTOR/CROSS BIKE INJURED IN TRAF, SUBS",2
V86.39XA,"OCCUP OF OTH SP OFF-RD MV INJURED IN TRAFFIC ACCIDENT, INIT",115
V86.39XD,"OCCUP OF OTH SP OFF-RD MV INJURED IN TRAFFIC ACCIDENT, SUBS",8
V86.41XA,"PERSON INJURED WH BRD/ALIT FROM AMBLNC/FIRE ENG, INIT",15
V86.42XA,"PERSON INJURED WH BRD/ALIT FROM SNOWMOBILE, INIT",1
V86.45XA,"PERSON INJURED WH BRD/ALIT FROM A 3- OR 4- WHEELED ATV, INIT",42
V86.46XA,"PRSN INJ WH BRD/ALIT FR A DIRT BIKE OR MOTOR/CROSS BIKE,INIT",23
V86.49XA,"PERSON INJURED WH BRD/ALIT FROM OTH SP OFF-RD MV, INIT",78
V86.51XA,"DRIVER OF AMBLNC/FIRE ENG INJURED NONTRAF, INIT",5
V86.52XA,"DRIVER OF SNOWMOBILE INJURED IN NONTRAFFIC ACCIDENT, INIT",56
V86.53XA,"DRIVER OF DUNE BUGGY INJURED IN NONTRAFFIC ACCIDENT, INIT",33
V86.54XA,"DRIVER OF MILITARY VEHICLE INJURED NONTRAF, INIT",1
V86.55XA,"DRIVER OF 3- OR 4- WHEELED ATV INJURED NONTRAF, INIT",1583
V86.55XD,"DRIVER OF 3- OR 4- WHEELED ATV INJURED NONTRAF, SUBS",25
V86.55XS,"DRIVER OF 3- OR 4- WHEELED ATV INJURED NONTRAF, SEQUELA",1
V86.56XA,"DRIVER OF DIRT BIKE OR MOTOR/CROSS BIKE INJ NONTRAF, INIT",4189
V86.56XD,"DRIVER OF DIRT BIKE OR MOTOR/CROSS BIKE INJ NONTRAF, SUBS",43
V86.56XS,"DRIVER OF DIRT BIKE OR MOTOR/CROSS BIKE INJ NONTRAF, SEQUELA",4
V86.59XA,"DRIVER OF SP OFF-RD MV INJURED IN NONTRAFFIC ACCIDENT, INIT",1391
V86.59XD,"DRIVER OF SP OFF-RD MV INJURED IN NONTRAFFIC ACCIDENT, SUBS",24
V86.59XS,"DRIVER OF SP OFF-RD MV INJURED NONTRAF, SEQUELA",2
V86.61XA,"PASSENGER OF AMBLNC/FIRE ENG INJURED NONTRAF, INIT",4
V86.62XA,"PASSENGER OF SNOWMOBILE INJURED IN NONTRAFFIC ACCIDENT, INIT",8
V86.63XA,"PASSENGER OF DUNE BUGGY INJURED IN NONTRAFFIC ACCIDENT, INIT",27
V86.64XA,"PASSENGER OF MILITARY VEHICLE INJURED NONTRAF, INIT",4
V86.65XA,"PASSENGER OF 3- OR 4- WHEELED ATV INJURED NONTRAF, INIT",313
V86.65XD,"PASSENGER OF 3- OR 4- WHEELED ATV INJURED NONTRAF, SUBS",5
V86.65XS,"PASSENGER OF 3- OR 4- WHEELED ATV INJURED NONTRAF, SEQUELA",1
V86.66XA,"PASNGR OF DIRT BIKE OR MOTOR/CROSS BIKE INJ NONTRAF, INIT",32
V86.66XD,"PASNGR OF DIRT BIKE OR MOTOR/CROSS BIKE INJ NONTRAF, SUBS",1
V86.69XA,"PASSENGER OF SP OFF-RD MV INJURED NONTRAF, INIT",504
V86.69XD,"PASSENGER OF SP OFF-RD MV INJURED NONTRAF, SUBS",7
V86.71XA,"PERSON ON OUTSIDE OF AMBLNC/FIRE ENG INJURED NONTRAF, INIT",1
V86.75XA,"PERSON OUTSIDE 3- OR 4- WHEELED ATV INJURED NONTRAF, INIT",20
V86.76XA,"PERSON OUTSD DIRT BIKE OR MOTOR/CROSS BIKE INJ NONTRAF, INIT",4
V86.76XD,"PERSON OUTSD DIRT BIKE OR MOTOR/CROSS BIKE INJ NONTRAF, SUBS",1
V86.79XA,"PERSON ON OUTSIDE OF SP OFF-RD MV INJURED NONTRAF, INIT",86
V86.79XD,"PERSON ON OUTSIDE OF SP OFF-RD MV INJURED NONTRAF, SUBS",1
V86.91XA,"OCCUP OF AMBLNC/FIRE ENG INJURED NONTRAF, INIT",1
V86.92XA,"OCCUP OF SNOWMOBILE INJURED IN NONTRAFFIC ACCIDENT, INIT",23
V86.92XD,"OCCUP OF SNOWMOBILE INJURED IN NONTRAFFIC ACCIDENT, SUBS",4
V86.93XA,"OCCUP OF DUNE BUGGY INJURED IN NONTRAFFIC ACCIDENT, INIT",18
V86.93XD,"OCCUP OF DUNE BUGGY INJURED IN NONTRAFFIC ACCIDENT, SUBS",1
V86.94XA,"OCCUP OF MILITARY VEHICLE INJURED NONTRAF, INIT",1
V86.95XA,"OCCUP OF 3- OR 4- WHEELED ATV INJURED NONTRAF, INIT",718
V86.95XD,"OCCUP OF 3- OR 4- WHEELED ATV INJURED NONTRAF, SUBS",38
V86.95XS,"OCCUP OF 3- OR 4- WHEELED ATV INJURED NONTRAF, SEQUELA",3
V86.96XA,"OCCUP OF DIRT BIKE OR MOTOR/CROSS BIKE INJURED NONTRAF, INIT",444
V86.96XD,"OCCUP OF DIRT BIKE OR MOTOR/CROSS BIKE INJURED NONTRAF, SUBS",25
V86.96XS,"OCCUP OF DIRT BIKE OR MOTOR/CROSS BIKE INJ NONTRAF, SEQUELA",1
V86.99XA,"OCCUP OF SP OFF-RD MV INJURED IN NONTRAFFIC ACCIDENT, INIT",688
V86.99XD,"OCCUP OF SP OFF-RD MV INJURED IN NONTRAFFIC ACCIDENT, SUBS",24
V87.0XXA,"PERSON INJURED IN CLSN BETW CAR AND 2/3-WHL PWR VEH, INIT",2
V87.1XXA,"PERSON INJURED IN CLSN BETW MTR VEH AND 2/3-WHL MV, INIT",4
V87.2XXA,"PERSON INJURED IN COLLISION BETW CAR AND PK-UP/VAN, INIT",85
V87.3XXA,"PERSON INJURED IN COLLISION BETW CAR AND BUS (TRAFFIC), INIT",1
V87.4XXA,"PERSON INJURED IN COLLISION BETW CAR AND HV VEH, INIT",11
V87.5XXA,"PERSON INJURED IN COLLISION BETW HV VEH AND BUS, INIT",1
V87.7XXA,"PERSON INJURED IN COLLISION BETW OTH MTR VEH (TRAFFIC), INIT",4262
V87.7XXD,"PERSON INJURED IN COLLISION BETW OTH MTR VEH (TRAFFIC), SUBS",44
V87.7XXS,"PERSON INJURED IN COLLISION BETW OTH MTR VEH, SEQUELA",5
V87.8XXA,"PERSON INJURED IN OTH NONCLSN TRANSPORT ACC W MTR VEH, INIT",815
V87.8XXD,"PERSON INJURED IN OTH NONCLSN TRANSPORT ACC W MTR VEH, SUBS",17
V87.8XXS,"PERSON INJURED IN OTH NONCLSN TRNSP ACC W MTR VEH, SEQUELA",2
V87.9XXA,"PERSON INJURED IN OTH TRANSPORT ACC INVOLVING NON-MV, INIT",47
V87.9XXS,"PERSON INJURED IN OTH TRANSPORT ACC W NON-MV, SEQUELA",1
V88.0XXA,"PERSON INJ IN CLSN BETW CAR AND 2/3-WHL MV, NONTRAF, INIT",1
V88.0XXD,"PERSON INJ IN CLSN BETW CAR AND 2/3-WHL MV, NONTRAF, SUBS",1
V88.1XXA,"PRSN INJ IN CLSN BETW MTR VEH AND 2/3-WHL MV, NONTRAF, INIT",4
V88.2XXA,"PERSON INJURED IN CLSN BETW CAR AND PK-UP/VAN, NONTRAF, INIT",2
V88.4XXA,"PERSON INJURED IN CLSN BETW CAR AND HV VEH, NONTRAF, INIT",2
V88.5XXA,"PERSON INJURED IN CLSN BETW HV VEH AND BUS, NONTRAF, INIT",1
V88.6XXA,"PERSON INJ IN CLSN BETW RAIL TRN/VEH AND CAR, NONTRAF, INIT",2
V88.7XXA,"PERSON INJURED IN COLLISION BETW MTR VEH, NONTRAFFIC, INIT",12
V88.7XXS,"PERSON INJURED IN COLLISION BETW MTR VEH, NONTRAF, SEQUELA",1
V88.8XXA,"PERSON INJ IN OTH NONCLSN TRNSP ACC W MTR VEH, NONTRAF, INIT",104
V88.8XXS,"PERSON INJ IN OTH NONCLSN TRNSP ACC W MTR VEH, NONTRAF, SQLA",1
V88.9XXA,"PERSON INJURED IN OTH TRANSPORT ACC W NON-MV, NONTRAF, INIT",26
V89.0XXA,"PERSON INJURED IN UNSP MOTOR-VEHICLE ACCIDENT, NONTRAF, INIT",1121
V89.0XXD,"PERSON INJURED IN UNSP MOTOR-VEHICLE ACCIDENT, NONTRAF, SUBS",18
V89.0XXS,"PERSON INJURED IN UNSP MOTOR-VEHICLE ACC, NONTRAF, SEQUELA",4
V89.1XXA,"PERSON INJURED IN UNSP NONMOTOR-VEHICLE ACC, NONTRAF, INIT",91
V89.2XXA,"PERSON INJURED IN UNSP MOTOR-VEHICLE ACCIDENT, TRAFFIC, INIT",55183
V89.2XXD,"PERSON INJURED IN UNSP MOTOR-VEHICLE ACCIDENT, TRAFFIC, SUBS",1553
V89.2XXS,"PERSON INJURED IN UNSP MOTOR-VEHICLE ACC, TRAFFIC, SEQUELA",288
V89.3XXA,"PERSON INJURED IN UNSP NONMOTOR-VEHICLE ACC, TRAFFIC, INIT",17
V89.3XXD,"PERSON INJURED IN UNSP NONMOTOR-VEHICLE ACC, TRAFFIC, SUBS",1
V89.9XXA,"PERSON INJURED IN UNSPECIFIED VEHICLE ACCIDENT, INIT ENCNTR",824
V89.9XXD,"PERSON INJURED IN UNSPECIFIED VEHICLE ACCIDENT, SUBS ENCNTR",27
V89.9XXS,"PERSON INJURED IN UNSPECIFIED VEHICLE ACCIDENT, SEQUELA",12
V90.03XA,"DROWN DUE TO OTH POWERED WATERCRAFT OVERTURNING, INIT",1
V90.05XA,"DROWN DUE TO CANOE OR KAYAK OVERTURNING, INIT",1
V90.15XA,"DROWNING AND SUBMERSION DUE TO CANOE OR KAYAK SINKING, INIT",1
V90.16XA,"DROWN DUE TO (NONPOWERED) INFLATABLE CRAFT SINKING, INIT",1
V90.33XA,"DROWN DUE TO FALL/JUMP FR OTH CRUSHED POWERED WTRCRFT, INIT",1
V90.39XA,"DROWN DUE TO FALL/JUMP FR CRUSHED UNSP WATERCRAFT, INIT",2
V90.83XA,"DROWN DUE TO OTH ACCIDENT TO OTH POWERED WATERCRAFT, INIT",4
V90.89XA,"DROWN DUE TO OTH ACCIDENT TO UNSP WATERCRAFT, INIT",5
V91.07XA,"BURN DUE TO WATER-SKIS ON FIRE, INITIAL ENCOUNTER",1
V91.13XA,"CRUSH BETW OTH PWR WTRCRFT & OTH WTRCRFT/OBJ D/T CLSN, INIT",2
V91.18XA,"CRUSH BETW UNPOWR WTRCRFT AND OTH WTRCRFT/OBJ D/T CLSN, INIT",1
V91.19XA,"CRUSH BETW UNSP WTRCRFT AND OTH WTRCRFT/OBJ D/T CLSN, INIT",4
V91.22XA,"FALL DUE TO CLSN BETW FISHING BOAT AND OTH WTRCRFT/OBJ, INIT",3
V91.23XA,"FALL D/T CLSN BETW OTH PWR WTRCRFT AND OTH WTRCRFT/OBJ, INIT",7
V91.25XA,"FALL DUE TO CLSN BETW CANOE/KAYK AND OTH WTRCRFT/OBJ, INIT",2
V91.26XA,"FALL D/T CLSN BETW INFLATBL CRFT AND OTH WTRCRFT/OBJ, INIT",2
V91.29XA,"FALL DUE TO CLSN BETW UNSP WTRCRFT AND OTH WTRCRFT/OBJ, INIT",22
V91.32XA,"HIT BY FALLING OBJECT DUE TO ACCIDENT TO FISHING BOAT, INIT",3
V91.33XA,"HIT BY FALL OBJECT DUE TO ACC TO OTH POWERED WTRCRFT, INIT",13
V91.33XS,"HIT BY FALL OBJECT DUE TO ACC TO OTH POWER WTRCRFT, SEQUELA",1
V91.35XA,"HIT BY FALLING OBJECT DUE TO ACCIDENT TO CANOE/KAYK, INIT",4
V91.36XA,"HIT BY FALLING OBJECT DUE TO ACCIDENT TO INFLATBL CRFT, INIT",2
V91.37XA,"HIT BY FALLING OBJECT DUE TO ACCIDENT TO WATER-SKIS, INIT",3
V91.38XA,"HIT BY FALLING OBJECT DUE TO ACC TO UNPOWR WTRCRFT, INIT",80
V91.38XD,"HIT BY FALLING OBJECT DUE TO ACC TO UNPOWR WTRCRFT, SUBS",2
V91.39XA,"HIT BY FALLING OBJECT DUE TO ACCIDENT TO UNSP WTRCRFT, INIT",10
V91.80XA,"OTH INJURY DUE TO OTH ACCIDENT TO MERCHANT SHIP, INIT ENCNTR",1
V91.82XA,"OTH INJURY DUE TO OTH ACCIDENT TO FISHING BOAT, INIT ENCNTR",2
V91.83XA,"OTH INJURY DUE TO OTH ACCIDENT TO OTH POWERED WTRCRFT, INIT",38
V91.83XD,"OTH INJURY DUE TO OTH ACCIDENT TO OTH POWERED WTRCRFT, SUBS",1
V91.85XA,"OTH INJURY DUE TO OTH ACCIDENT TO CANOE OR KAYAK, INIT",2
V91.86XA,"OTH INJURY DUE TO OTH ACCIDENT TO INFLATBL CRFT, INIT",25
V91.87XA,"OTH INJURY DUE TO OTHER ACCIDENT TO WATER-SKIS, INIT ENCNTR",9
V91.88XA,"OTH INJURY DUE TO OTH ACCIDENT TO UNPOWR WTRCRFT, INIT",18
V91.88XD,"OTH INJURY DUE TO OTH ACCIDENT TO UNPOWR WTRCRFT, SUBS",2
V91.89XA,"OTH INJURY DUE TO OTH ACCIDENT TO UNSP WATERCRAFT, INIT",28
V91.89XD,"OTH INJURY DUE TO OTH ACCIDENT TO UNSP WATERCRAFT, SUBS",2
V92.01XA,"DROWNING AND SUBMERSION DUE TO FALL OFF PASSENGER SHIP, INIT",1
V92.02XA,"DROWNING AND SUBMERSION DUE TO FALL OFF FISHING BOAT, INIT",1
V92.03XA,"DROWN DUE TO FALL OFF OTH POWERED WATERCRAFT, INIT",76
V92.03XD,"DROWN DUE TO FALL OFF OTH POWERED WATERCRAFT, SUBS",1
V92.04XA,"DROWNING AND SUBMERSION DUE TO FALL OFF SAILBOAT, INIT",2
V92.05XA,"DROWNING AND SUBMERSION DUE TO FALL OFF CANOE OR KAYAK, INIT",2
V92.06XA,"DROWN DUE TO FALL OFF (NONPOWERED) INFLATABLE CRAFT, INIT",10
V92.07XA,"DROWNING AND SUBMERSION DUE TO FALL OFF WATER-SKIS, INIT",6
V92.08XA,"DROWNING AND SUBMERSION DUE TO FALL OFF UNPOWR WTRCRFT, INIT",44
V92.09XA,"DROWN DUE TO FALL OFF UNSP WATERCRAFT, INIT",59
V92.12XA,"DROWN D/T BEING THROWN OVRBRD BY MOTION OF FISH BOAT, INIT",1
V92.13XA,"DROWN D/T THROWN OVRBRD BY MOTION OF POWER WTRCRFT, INIT",10
V92.13XD,"DROWN D/T THROWN OVRBRD BY MOTION OF POWER WTRCRFT, SUBS",1
V92.15XA,"DROWN D/T BEING THROWN OVRBRD BY MOTION OF CANOE/KAYK, INIT",1
V92.16XA,"DROWN D/T THROWN OVRBRD BY MOTION OF INFLATBL CRFT, INIT",6
V92.19XA,"DROWN D/T THROWN OVRBRD BY MOTION OF UNSP WTRCRFT, INIT",5
V92.28XA,"DROWN DUE TO BEING WASHED OVRBRD FROM UNPOWR WTRCRFT, INIT",5
V93.01XA,"BURN DUE TO LOCALIZED FIRE ON BOARD PASSENGER VESSEL, INIT",1
V93.02XA,"BURN DUE TO LOCALIZED FIRE ON BOARD FISHING BOAT, INIT",1
V93.03XA,"BURN DUE TO LOC FIRE ON BOARD OTH POWERED WTRCRFT, INIT",2
V93.12XD,"OTHER BURN ON BOARD FISHING BOAT, SUBSEQUENT ENCOUNTER",1
V93.13XA,"OTHER BURN ON BOARD OTHER POWERED WATERCRAFT, INIT ENCNTR",1
V93.14XA,"OTHER BURN ON BOARD SAILBOAT, INITIAL ENCOUNTER",1
V93.19XA,"OTHER BURN ON BOARD UNSPECIFIED WATERCRAFT, INIT ENCNTR",2
V93.29XA,"HEAT EXPOSURE ON BOARD UNSPECIFIED WATERCRAFT, INIT ENCNTR",1
V93.30XA,"FALL ON BOARD MERCHANT SHIP, INITIAL ENCOUNTER",1
V93.31XA,"FALL ON BOARD PASSENGER SHIP, INITIAL ENCOUNTER",8
V93.32XA,"FALL ON BOARD FISHING BOAT, INITIAL ENCOUNTER",9
V93.33XA,"FALL ON BOARD OTHER POWERED WATERCRAFT, INITIAL ENCOUNTER",67
V93.33XD,"FALL ON BOARD OTHER POWERED WATERCRAFT, SUBSEQUENT ENCOUNTER",2
V93.34XA,"FALL ON BOARD SAILBOAT, INITIAL ENCOUNTER",3
V93.35XA,"FALL ON BOARD CANOE OR KAYAK, INITIAL ENCOUNTER",6
V93.36XA,"FALL ON BOARD (NONPOWERED) INFLATABLE CRAFT, INIT ENCNTR",3
V93.36XD,"FALL ON BOARD (NONPOWERED) INFLATABLE CRAFT, SUBS ENCNTR",1
V93.38XA,"FALL ON BOARD OTHER UNPOWERED WATERCRAFT, INITIAL ENCOUNTER",102
V93.38XD,"FALL ON BOARD OTHER UNPOWERED WATERCRAFT, SUBS ENCNTR",1
V93.39XA,"FALL ON BOARD UNSPECIFIED WATERCRAFT, INITIAL ENCOUNTER",105
V93.39XD,"FALL ON BOARD UNSPECIFIED WATERCRAFT, SUBSEQUENT ENCOUNTER",2
V93.43XA,"STRUCK BY FALLING OBJECT ON OTH POWERED WATERCRAFT, INIT",1
V93.44XA,"STRUCK BY FALLING OBJECT ON SAILBOAT, INITIAL ENCOUNTER",3
V93.48XA,"STRUCK BY FALLING OBJECT ON UNPOWR WTRCRFT, INIT ENCNTR",12
V93.49XA,"STRUCK BY FALLING OBJECT ON UNSP WATERCRAFT, INIT ENCNTR",17
V93.52XA,"EXPLOSION ON BOARD FISHING BOAT, INITIAL ENCOUNTER",1
V93.53XA,"EXPLOSION ON BOARD OTHER POWERED WATERCRAFT, INIT ENCNTR",2
V93.53XS,"EXPLOSION ON BOARD OTHER POWERED WATERCRAFT, SEQUELA",1
V93.59XA,"EXPLOSION ON BOARD UNSPECIFIED WATERCRAFT, INITIAL ENCOUNTER",4
V93.63XA,"MACHINERY ACCIDENT ON BOARD OTH POWERED WATERCRAFT, INIT",2
V93.69XA,"MACHINERY ACCIDENT ON BOARD UNSP WATERCRAFT, INIT ENCNTR",2
V93.81XA,"OTH INJURY DUE TO OTH ACCIDENT ON BOARD PASSENGER SHIP, INIT",1
V93.83XA,"OTH INJURY DUE TO OTH ACC ON BOARD OTH POWERED WTRCRFT, INIT",26
V93.83XD,"OTH INJURY DUE TO OTH ACC ON BOARD OTH POWERED WTRCRFT, SUBS",1
V93.84XA,"OTH INJURY DUE TO OTH ACCIDENT ON BOARD SAILBOAT, INIT",1
V93.85XA,"OTH INJURY DUE TO OTH ACCIDENT ON BOARD CANOE OR KAYAK, INIT",1
V93.87XA,"OTH INJURY DUE TO OTH ACCIDENT ON BOARD WATER-SKIS, INIT",5
V93.88XA,"OTH INJURY DUE TO OTH ACCIDENT ON BOARD UNPOWR WTRCRFT, INIT",93
V93.88XD,"OTH INJURY DUE TO OTH ACCIDENT ON BOARD UNPOWR WTRCRFT, SUBS",4
V93.89XA,"OTH INJURY DUE TO OTH ACCIDENT ON BOARD UNSP WTRCRFT, INIT",13
V94.0XXA,"HITTING OBJ/BOTM OF BODY OF WTR D/T FALL FROM WTRCRFT, INIT",130
